season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2010,REG,00-0000865,,Charlie Batch,QB,QB,,3,PIT,29,49,352,3,3,4,21,0,0,538,125,13,-2.54335145989538,0,0.654275092936803,0.0603040079648337,7,30,0,1,0,2,1.6907360192854,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.08,23.08
2010,REG,00-0001231,,Josh Bidwell,P,SPEC,,1,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,0,0,1,0,0,-3.11836486024549,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0
2010,REG,00-0001545,,Todd Bouman,QB,QB,,1,JAX,18,34,222,2,2,1,6,0,0,250,121,12,-5.14503642856975,0,0.888,0.0791658091992285,2,8,0,0,0,1,2.37748946878128,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,13.68,13.68
2010,REG,00-0002110,,Mark Brunell,QB,QB,,2,NYJ,7,13,117,2,1,1,7,0,0,159,23,7,-0.758827396843117,0,0.735849056603774,0.124621558002008,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.68,10.68
2010,REG,00-0003035,,Desmond Clark,TE,TE,,1,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,12,0,0,0,8,5,1,-2.57229390204884,0,1.5,0.0740740740740741,0.0313725490196078,0.133071895424837,0,1.2,2.2
2010,REG,00-0003292,,Kerry Collins,QB,QB,,10,TEN,160,278,1823,14,8,13,91,3,2,2723,537,90,24.5201727033933,1,0.669482188762394,0.0847103814037868,10,1,0,2,1,1,-9.3301723554905,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,109.02,109.02
2010,REG,00-0003315,,Todd Collins,QB,QB,,2,CHI,10,27,68,0,5,2,15,0,0,186,43,2,-25.4477444547254,0,0.365591397849462,-0.0454731503903871,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-7.28,-7.28
2010,REG,00-0004161,,Jake Delhomme,QB,QB,,5,CLE,93,149,872,2,7,6,49,2,1,1119,374,36,-42.7735137395201,0,0.779267202859696,0.0358769906826871,8,-2,0,1,0,1,-6.97238239290769,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,26.68,26.68
2010,REG,00-0004541,,Donald Driver,WR,WR,,15,GB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,51,85,565,4,1,1,830,176,29,6.39865439834839,0,0.680722891566265,0.171717171717172,0.177236814008114,0.381641527381438,0,78.5,129.5
2010,REG,00-0005091,,Kevin Faulk,RB,RB,,2,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,8,45,0,0,0,1,0.463954844104592,0,6,10,62,0,0,0,46,34,2,-0.188449116325422,0,1.34782608695652,0.142857142857143,0.0741935483870968,0.266221198156682,0,10.7,16.7
2010,REG,00-0005106,,Brett Favre,QB,QB,,13,MIN,217,358,2509,11,19,22,139,3,2,3086,1229,114,-44.3636836782817,0,0.813026571613739,0.0187107931587163,17,8,0,4,3,1,-23.2752921705833,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,97.16,97.16
2010,REG,00-0005231,,Brian Finneran,WR,WR,,12,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,19,32,166,3,0,0,275,45,11,10.7582651164617,0,0.603636363636364,0.0727272727272727,0.0757784513640121,0.162135825045718,0,34.6,53.6
2010,REG,00-0005720,,Joey Galloway,WR,WR,,10,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,12,38,173,0,0,0,646,18,9,-15.0191750474687,0,0.267801857585139,0.105849582172702,0.19112426035503,0.292561355507574,0,17.3,29.3
2010,REG,00-0006101,,Tony Gonzalez,TE,TE,,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,70,108,656,6,0,0,843,191,39,24.9282851852137,0,0.778173190984579,0.18848167539267,0.175991649269311,0.405916667577523,0,101.6,171.6
2010,REG,00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",14,SEA,266,444,2998,12,17,29,174,6,5,3870,1263,136,-18.8100715082888,0,0.774677002583979,0.0396133315450188,23,60,3,1,0,8,0.903411800486428,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,147.92,147.92
