season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2013,REG,00-0006101,,Tony Gonzalez,TE,TE,,16,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,83,121,859,8,0,0,964,224,56,50.2037568868837,1,0.891078838174274,0.186728395061728,0.218198279764599,0.432831388427812,0,135.9,218.9
2013,REG,00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",3,IND,7,12,130,0,1,0,0,0,0,77,90,6,3.80997199737036,0,1.68831168831169,0.152742597507077,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3,3
2013,REG,00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",16,DEN,450,659,5477,55,10,18,120,5,3,5169,2581,289,263.186097570483,0,1.05958599342233,0.21049007093559,32,-31,1,5,3,1,-28.8023836124042,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,409.98,409.98
2013,REG,00-0015754,,Brandon Stokley,WR,WR,,6,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,13,21,115,0,0,0,174,60,8,-0.0546655165962875,0,0.660919540229885,0.091703056768559,0.0860108749382106,0.197762197609586,0,11.5,24.5
2013,REG,00-0018956,,Brad Meester,G,OL,,1,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,9,0,0,0,-1,10,1,1.28331331559457,0,0,0.0294117647058824,-0.0043859649122807,0.041047471620227,0,0.9,1.9
2013,REG,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",16,NE,380,628,4343,25,11,40,256,6,2,5304,2014,225,69.3923826903171,2,0.818815987933635,0.0915762069838464,32,18,0,3,1,5,-10.2924546251279,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,251.52,251.52
2013,REG,00-0020245,,Mike Vick,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrg4riwhpjbijfovsjrk",7,PHI,77,141,1215,5,3,15,99,3,1,1531,571,51,1.83823128909625,0,0.793598954931417,0.0797913938539801,36,306,2,1,1,17,8.11031382664805,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,101.2,101.2
2013,REG,00-0020337,,Steve Smith,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k23e0b8cto93he9rt0zc",15,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,64,110,745,4,0,0,1219,178,44,24.9149143783043,0,0.611156685808039,0.25,0.305743666917482,0.589020566842237,0,98.5,162.5
2013,REG,00-0020494,,Santana Moss,WR,WR,,16,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,25,0,0,0,1,1.17207946616691,0,42,78,452,2,1,1,641,182,28,-12.3201094638621,0,0.705148205928237,0.130217028380634,0.125048770971518,0.282859682251014,0,57.7,99.7
2013,REG,00-0020498,,Reggie Wayne,WR,WR,,7,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,5,0,0,0,0,0.198097222018987,0,38,58,503,2,0,0,600,158,28,22.3694693068147,1,0.838333333333333,0.256637168141593,0.27919962773383,0.58039549162607,0,64.8,102.8
2013,REG,00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",16,NO,446,650,5162,39,12,37,244,6,2,5181,2435,244,147.933844466703,0,0.996332754294538,0.157430296972849,35,52,3,0,0,6,1.20689950481756,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,357.68,357.68
