season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2006,REG,00-0000108,,David Akers,K,SPEC,,1,PHI,1,1,11,0,0,0,0,0,0,0,11,0,-0.702337322232779,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.44,0.44
2006,REG,00-0000166,,Stephen Alexander,TE,TE,,8,DEN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,18,18,160,2,0,0,80,80,10,13.3416777193779,0,2,0.13953488372093,0.114942528735632,0.289762095696338,0,28,46
2006,REG,00-0000251,,Mike Alstott,FB,RB,,14,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,60,171,3,1,1,17,-11.2006387009751,0,21,21,85,0,0,0,-15,100,6,0.888208048585872,0,-5.66666666666667,0.101941747572816,-0.0165562913907285,0.141323217385713,0,41.6,62.6
2006,REG,00-0000552,,Obafemi Ayanbadejo,RB,RB,,10,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,9,37,0,0,0,5,3.71264125214657,0,17,17,139,0,1,0,19,120,7,7.44278020760315,0,7.31578947368421,0.0949720670391061,0.0214205186020293,0.15745246358008,0,17.6,34.6
2006,REG,00-0000745,,Tiki Barber,RB,RB,,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,327,1662,5,3,1,78,10.5247680342816,0,58,62,465,0,0,0,2,463,23,19.6558790879129,0,232.5,0.200647249190939,0.00102145045965271,0.301685889108165,0,240.7,298.7
2006,REG,00-0000865,,Charlie Batch,QB,QB,,7,PIT,30,52,477,5,0,3,13,0,0,557,200,21,23.8014259244665,0,0.856373429084381,0.184178599426433,13,12,0,1,1,1,-10.8430063661071,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,38.28,38.28
2006,REG,00-0001222,,Eric Beverly,TE,TE,,1,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,-3.43772160203662,0,,0.0434782608695652,,,0,0,1
2006,REG,00-0001361,,Drew Bledsoe,QB,QB,,6,DAL,90,169,1164,7,8,16,107,2,1,1242,444,54,-9.1035155299807,0,0.93719806763285,0.0407616674435205,8,28,2,1,0,6,5.19134227748145,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,71.36,71.36
2006,REG,00-0001477,,Marty Booker,WR,WR,,14,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,19,0,0,0,1,-0.217944629606791,0,55,55,747,6,0,0,449,298,36,64.9607616397684,2,1.66369710467706,0.19434628975265,0.26150262085032,0.4745712692242,0,116.6,171.6
2006,REG,00-0001627,,Corey Bradford,WR,WR,,6,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,14,164,0,1,0,130,34,9,13.500894517696,0,1.26153846153846,0.0972222222222222,0.153482880755608,0.253271349862259,0,16.4,30.4
