season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2001,REG,00-0000007,,Rabih Abdullah,RB,RB,,2,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,11,40,0,0,0,1,-0.837385120335966,0,2,2,26,0,0,0,0,0,2,2.19201069039991,0,0,0.0645161290322581,,,0,6.6,8.6
2001,REG,00-0000145,,Derrick Alexander,WR,WR,,13,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,16,0,0,0,1,0.731802382040769,0,27,68,470,3,0,0,0,0,22,2.14973424011376,0,0,0.164251207729469,,,0,66.6,93.6
2001,REG,00-0000166,,Stephen Alexander,TE,TE,,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,9,23,85,0,0,0,0,0,3,-5.64839141269202,0,0,0.205357142857143,,,0,8.5,17.5
2001,REG,00-0000210,,James Allen,RB,RB,,16,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,135,469,1,1,0,26,-12.3134329654661,0,30,42,203,1,0,0,0,7,9,-1.91543041143751,0,0,0.0954545454545455,,,0,79.2,109.2
2001,REG,00-0000232,,Terry Allen,RB,RB,,11,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,168,658,3,1,1,32,-17.9683090191982,0,17,20,68,0,0,0,0,0,1,-3.4285033569322,0,0,0.0714285714285714,,,0,88.6,105.6
2001,REG,00-0000251,,Mike Alstott,FB,RB,,16,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,165,680,10,0,0,40,7.85004250431666,0,35,50,231,1,2,2,0,0,9,-5.75398925879857,2,0,0.0907441016333938,,,0,157.1,192.1
2001,REG,00-0000316,,Jamal Anderson,RB,RB,,3,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,55,190,1,1,1,8,-10.3180419075105,0,3,4,111,1,0,0,0,0,1,7.39287645998411,0,0,0.0625,,,0,40.1,43.1
2001,REG,00-0000339,,Richie Anderson,FB,RB,,16,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,26,102,0,0,0,4,-0.756233622494619,0,40,57,252,2,1,1,0,0,12,-13.2461071133304,0,0,0.125827814569536,,,0,45.4,85.4
2001,REG,00-0000387,,Reidel Anthony,WR,WR,,10,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,22,0,0,0,1,0.609103790600784,0,13,34,162,0,0,0,0,0,8,-1.27023390014016,0,0,0.113333333333333,,,0,18.4,31.4
2001,REG,00-0000552,,Obafemi Ayanbadejo,RB,RB,,14,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,46,173,1,1,1,11,-5.7889442455941,0,24,33,121,1,0,0,0,0,7,-6.88002594714871,0,0,0.0789473684210526,,,0,39.4,63.4
2001,REG,00-0000722,,Tony Banks,QB,QB,,15,WAS,198,370,2386,10,10,29,173,2,2,0,0,106,-38.9006018493247,1,0,0.0278842714559453,47,152,2,8,2,7,-9.99859339661542,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,136.64,136.64
