season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2015,REG,00-0007091,,Matt Hasselbeck,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t1nf9avoy2kauqwrvzza",8,IND,156,256,1690,9,5,16,101,3,2,1900,779,85,-0.113061250119471,0,0.889473684210526,0.0532866543954575,16,15,0,0,0,2,-5.87065162456101,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,91.1,91.1
2015,REG,00-0010346,,Peyton Manning,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xpcd6auodk3w0vda6jal",10,DEN,198,331,2249,9,17,16,95,1,0,3112,967,110,-31.9566445348305,0,0.722686375321337,0.0200857908226328,6,-6,0,0,0,0,-3.61659660475561,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,91.36,91.36
2015,REG,00-0018227,,Charles Woodson,FS,DB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gohbupnj3mhletq96zzu",1,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,-3,0,0,0,0,-0.917857711145189,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.3,-0.3
2015,REG,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",16,NE,402,624,4770,36,7,38,225,5,2,4915,2414,228,127.536179393097,0,0.970498474059003,0.124125934994546,34,53,3,1,0,14,6.76819016496302,0,1,1,36,0,0,0,7,29,1,3.12903063558042,0,5.14285714285714,0.0178571428571429,0.0122591943957968,0.0353671503627721,0,343.7,344.7
2015,REG,00-0020245,,Mike Vick,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrg4riwhpjbijfovsjrk",5,PIT,40,66,371,2,1,10,53,1,0,631,193,14,-30.6447069808103,0,0.587955625990491,0.0300949913632818,20,99,0,1,0,4,-0.00418937325198954,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,30.74,30.74
2015,REG,00-0020337,,Steve Smith,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k23e0b8cto93he9rt0zc",7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,46,73,670,3,0,0,719,256,28,22.4175988474965,0,0.931849791376912,0.255244755244755,0.321844225604297,0.608158090790141,0,85,131
2015,REG,00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",15,NO,428,627,4870,32,11,31,235,5,2,4908,2382,228,105.543604274585,0,0.992257538712306,0.126569686612197,24,14,1,0,0,5,-6.81156835036336,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,304.2,304.2
2015,REG,00-0020679,,Shaun Hill,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dn42ccbwrshm7uksyphy",3,MIN,2,7,15,0,0,1,11,0,0,59,9,0,-6.62935111951083,0,0.254237288135593,-0.10311566697846,4,-5,0,0,0,0,-2.4824962374405,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0.1,0.1
2015,REG,00-0021206,J.McCown,Josh McCown,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qcauc37wqjdaxdbq1evu",8,CLE,186,292,2109,12,4,23,137,6,4,2266,1014,96,15.662762937372,2,0.930714916151809,0.0890442077215796,20,98,1,3,2,8,-0.510607199266918,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,132.16,132.16
2015,REG,00-0021429,C.Palmer,Carson Palmer,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/belgna3tokxga0gjjmwk",16,ARI,342,537,4671,35,11,25,151,4,2,5765,1756,231,157.617546129436,0,0.810234171725932,0.19262432306415,25,24,1,2,0,4,-2.54829034634167,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,309.24,309.24
2015,REG,00-0021547,A.Gates,Antonio Gates,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kndulvysinvn4tpvt0bc",11,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,56,85,630,5,0,0,696,239,33,22.3142432262655,0,0.905172413793103,0.185185185185185,0.194359117564926,0.413829160073226,0,93,149
2015,REG,00-0021678,,Tony Romo,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rdgaxf7djip2ovlkeqjk",4,DAL,83,121,884,5,7,6,35,1,1,859,426,46,-10.0504360752689,0,1.0291036088475,0.0732576473955914,4,13,0,0,0,1,0.799337724689394,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,40.66,40.66
2015,REG,00-0022044,,Andre Johnson,WR,WR,,16,IND,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,41,77,503,4,0,0,792,147,31,14.2443456147356,0,0.63510101010101,0.127483443708609,0.151986183074266,0.2976154937149,0,74.3,115.3
2015,REG,00-0022084,,Anquan Boldin,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ajabgwxbliupgkwjbnut",14,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,69,111,789,4,1,1,894,282,35,1.1817033421155,0,0.88255033557047,0.24235807860262,0.266626901282434,0.550175948801634,0,100.9,169.9
2015,REG,00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",16,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,77,104,713,3,1,1,727,230,36,-2.55254434186617,0,0.980742778541953,0.200385356454721,0.180935788949726,0.427233086946889,0,87.3,164.3
2015,REG,00-0022414,,Malcom Floyd,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/or8gm79eaonksxe8gl0t",15,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,30,69,561,3,1,1,1387,86,19,-1.71427213953814,0,0.404470079307859,0.109697933227345,0.306451612903226,0.379063028873276,0,72.1,102.1
2015,REG,00-0022427,,Wes Welker,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rgjwexzif36vncjfdwap",7,LA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,13,22,102,0,0,0,119,50,5,-11.1192872927752,0,0.857142857142857,0.0944206008583691,0.063230605738576,0.185892325304557,0,10.2,23.2
2015,REG,00-0022736,,Steven Jackson,RB,RB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/abl5wejuf448xw3jtphm",2,NE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,21,50,1,0,0,4,-2.73732453590492,0,1,1,20,0,0,0,-3,23,1,2.19068587990478,0,-6.66666666666667,0.04,-0.0151515151515152,0.0493939393939394,0,13,14
