season,season_type,player_id,player_name,player_display_name,position,position_group,headshot_url,games,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
2002,REG,00-0000108,,David Akers,K,SPEC,,1,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,10,0,0,0,1,2.61475074623013,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1,1
2002,REG,00-0000145,,Derrick Alexander,WR,WR,,8,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,14,39,134,1,0,0,0,0,7,-12.9407311832183,0,0,0.137323943661972,,,0,19.4,33.4
2002,REG,00-0000166,,Stephen Alexander,TE,TE,,14,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,45,76,510,1,1,0,0,0,25,-8.73970969743413,0,0,0.166301969365427,,,0,57,102
2002,REG,00-0000210,,James Allen,RB,RB,,16,HOU,1,2,5,1,0,0,0,0,0,0,0,1,1.21995836787391,0,0,,155,519,0,1,1,20,-35.2735511169942,0,47,57,302,0,0,0,0,0,11,-7.47220492832529,1,0,0.135714285714286,,,0,86.3,133.3
2002,REG,00-0000242,,John Allred,TE,TE,,1,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-0.497706723748706,0,,0.0232558139534884,,,0,0,0
2002,REG,00-0000251,,Mike Alstott,FB,RB,,16,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,146,548,5,2,1,37,-16.4128529428483,0,35,48,242,2,2,1,0,0,11,-3.95450787829698,0,0,0.0926640926640927,,,0,117,152
2002,REG,00-0000339,,Richie Anderson,FB,RB,,16,NYJ,0,1,0,0,0,0,0,0,0,0,0,0,-0.38253058900591,0,,,5,27,0,0,0,1,0.0910389208002016,0,45,56,257,1,0,0,0,0,9,-11.7604516166515,0,0,0.116666666666667,,,0,34.4,79.4
2002,REG,00-0000585,,Champ Bailey,CB,DB,,1,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,4,0,1,1,0,-3.9446562344674,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-1.6,-1.6
2002,REG,00-0000598,,Karsten Bailey,WR,WR,,2,GB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,6,26,0,0,0,0,0,2,-3.55573814400929,0,0,0.0759493670886076,,,0,2.6,5.6
2002,REG,00-0000745,,Tiki Barber,RB,RB,,16,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,304,1387,11,5,5,67,-36.8674074837167,0,69,95,597,0,4,1,0,0,23,-3.90352847913243,0,0,0.175600739371534,,,0,252.4,321.4
2002,REG,00-0000765,,Reggie Barlow,WR,WR,,2,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,5,23,0,0,0,0,0,2,0.845924770226702,0,0,0.0793650793650794,,,0,2.3,5.3
2002,REG,00-0000849,,Mike Bartrum,LS,SPEC,,2,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,2,8,0,0,0,0,0,0,-0.018094536033459,0,0,0.0266666666666667,,,0,0.8,1.8
2002,REG,00-0000869,,D'Wayne Bates,WR,WR,,14,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,50,80,689,4,1,0,0,0,34,43.6537728605081,0,0,0.163265306122449,,,0,92.9,142.9
2002,REG,00-0000883,,Marco Battaglia,TE,TE,,1,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,-1.41073889377028,0,,0.032258064516129,,,0,0,0
2002,REG,00-0000911,,Fred Baxter,TE,TE,,5,CHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,8,51,0,0,0,0,0,3,1.76288548886077,0,0,0.0516129032258065,,,0,5.1,10.1
2002,REG,00-0000942,,Fred Beasley,RB,RB,,15,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,26,75,0,0,0,15,5.89749503739432,0,22,32,152,1,0,0,0,0,8,5.63554626912239,0,0,0.060377358490566,,,0,28.7,50.7
2002,REG,00-0001098,,Brandon Bennett,RB,RB,,10,CIN,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,33,155,0,0,0,10,-1.67251995654078,0,18,25,109,0,1,0,0,0,3,-11.0096202843176,0,0,0.0739644970414201,,,1,32.4,50.4
2002,REG,00-0001112,,Sean Bennett,RB,RB,,5,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,5,6,37,0,0,0,0,0,2,1.92909487197176,0,0,0.0352941176470588,,,0,3.7,8.7
2002,REG,00-0001215,,Jerome Bettis,RB,RB,,12,PIT,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,187,666,9,1,1,42,-4.58753221225172,0,7,9,57,0,0,0,0,0,3,2.78003198374063,0,0,0.036144578313253,,,0,124.3,131.3
2002,REG,00-0001218,,Steve Beuerlein,QB,QB,,5,DEN,68,117,925,6,5,12,78,3,1,0,0,43,4.45946441837255,0,0,0.0676473049100358,5,9,1,1,0,1,-0.0607943327631801,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,55.9,55.9
